,form_name,form_status,Calcium Carbonate,Water 1,PCAT_Gee-pt/g-c3n4,PCAT_Gee-T/M/W,form_datetime,sample_name,Baratron Avg,calc % N2 Avg,calc % H2 Avg,calc % H2 2STD,calc % H2 umol,calc % H2 umol/h,calc % O2 Avg,calc % O2 2STD,calc % O2 umol,calc % O2 umol/h,calc % Ar Avg,calc % CO2 Avg
317645,250221_JCG_8plate_4hour_35,Complete,,,0.00501,5,2021-02-26 05:39:40,PlateAgilent 3_Vial5,0.8811770000000001,94.04484113996942,2.66822832065702,0.04670922109535932,7.272559964699449,1.8181399911748624,2.3800652227241557,0.13595986241222902,6.4871386448274375,1.6217846612068594,0.09629847404008503,0.8105668426093203
317646,250221_JCG_8plate_4hour_36,Complete,0.00461,5,,,2021-02-26 05:55:36,PlateAgilent 3_Vial6,0.850577,99.21550389758502,0.07597244448372124,0.005196945932674455,0.2070715440261171,0.051767886006529276,0.6382632249992574,0.045308715508491186,1.7396590618326713,0.4349147654581678,0.038497996252235614,0.031762436679761384
317647,250221_JCG_8plate_4hour_37,Complete,0.00522,5,,,2021-02-26 06:11:57,PlateAgilent 3_Vial7,0.844952,99.46711290383513,0.05561649155013956,0.0034651713241712566,0.15158907755127682,0.037897269387819205,0.41786122738422304,0.02831417753735572,1.1389283329120705,0.28473208322801763,0.03826417810669768,0.021145199123825315
317648,250221_JCG_8plate_4hour_38,Complete,0.00533,5,,,2021-02-26 06:28:32,PlateAgilent 3_Vial8,0.8532770000000001,99.53927400119062,0.04771928472408911,0.0028780979715713048,0.13006434154894567,0.03251608538723642,0.3583044853713222,0.02240420208612909,0.9765996542762396,0.2441499135690599,0.03737957961219443,0.01732264910176658
317649,250221_JCG_8plate_4hour_39,Complete,0.00496,5,,,2021-02-26 06:45:22,PlateAgilent 3_Vial9,0.8532770000000001,99.57066867699275,0.04424541357033788,0.002625431738396317,0.12059591035072102,0.030148977587680256,0.3317726645634501,0.018799617889390705,0.9042841570213429,0.22607103925533573,0.037030638682494316,0.016282606190974512
317650,250221_JCG_8plate_4hour_40,Complete,0.00477,5,,,2021-02-26 07:02:28,PlateAgilent 3_Vial10,0.850577,99.57936158561188,0.042977991114212175,0.002645677327288559,0.11714140619850098,0.029285351549625246,0.32447330452381384,0.018445214766962897,0.8843889204775998,0.22109723011939994,0.03751091263039416,0.01567620611968879
317651,250221_JCG_8plate_4hour_41,Complete,,,0.00514,5,2021-02-26 07:18:57,PlateAgilent 3_Vial11,0.900752,93.39396852994173,3.4577733107132254,0.04993985884712154,9.424554694894756,2.356138673723689,2.2781917301436643,0.1321257671682454,6.209470846360118,1.5523677115900294,0.0933914749800524,0.7766749542213238
317652,250221_JCG_8plate_4hour_42,Complete,0.00535,5,,,2021-02-26 07:34:52,PlateAgilent 3_Vial12,0.8561270000000001,99.25667850545656,0.07019313806911688,0.004822546322744889,0.1913193866379394,0.04782984665948485,0.6045475531819553,0.042838165873684095,1.6477631610421877,0.4119407902605469,0.03777234308205164,0.030808460210316534
317653,250221_JCG_8plate_4hour_43,Complete,0.00473,5,,,2021-02-26 07:51:22,PlateAgilent 3_Vial13,0.8561270000000001,99.48734579332888,0.05149877067016684,0.003276002710235031,0.1403657606463267,0.03509144016158167,0.4023211477831995,0.02820969638716506,1.09657207730992,0.27414301932748,0.03811939062019932,0.02071489759754965
317654,250221_JCG_8plate_4hour_44,Complete,0.0049,5,,,2021-02-26 08:08:00,PlateAgilent 3_Vial14,0.844952,99.55250738651378,0.04524413964676365,0.002851090139386696,0.12331805193916164,0.03082951298479041,0.34731179656739064,0.021812257980883237,0.9466378298397959,0.23665945745994899,0.037246484892374435,0.017690192379684923
317655,250221_JCG_8plate_4hour_45,Complete,,,0.00471,5,2021-02-26 08:24:23,PlateAgilent 3_Vial15,0.895127,93.96482334360786,2.835260936181918,0.04492528356223751,7.727826368650326,1.9319565921625814,2.321578528294209,0.1290062490433176,6.327726502663342,1.5819316256658356,0.09458512896343407,0.7837520629525911
317656,250221_JCG_8plate_4hour_46,Complete,,,0.00505,5,2021-02-26 08:41:11,PlateAgilent 4_Vial1,0.8895770000000001,93.00114692378793,3.342409448390467,0.061549992078282885,9.110117358327171,2.277529339581793,2.7257484723783345,0.12878886097377476,7.429337684706882,1.8573344211767204,0.09712345477330155,0.8335717006699602
317657,250221_JCG_8plate_4hour_47,Complete,0.00505,5,,,2021-02-26 08:57:02,PlateAgilent 4_Vial2,0.8532770000000001,99.1146979188013,0.08189008555021506,0.005354528430220107,0.22320074825218086,0.055800187063045216,0.7306547205564267,0.052585981469653514,1.9914825982466478,0.49787064956166194,0.038881666718918004,0.03387560837314539
317658,250221_JCG_8plate_4hour_48,Complete,0.00526,5,,,2021-02-26 09:13:27,PlateAgilent 4_Vial3,0.850577,99.42815327614669,0.058454068744378376,0.0039379718710853,0.15932321714487951,0.03983080428621988,0.4531008859831287,0.03235082242549794,1.2349780331239966,0.30874450828099914,0.03778542749140164,0.02250634163440992
317659,250221_JCG_8plate_4hour_49,Complete,0.00486,5,,,2021-02-26 09:30:03,PlateAgilent 4_Vial4,0.850577,99.51335992243435,0.04915297127450319,0.0032784164570449194,0.13397201741301945,0.03349300435325486,0.38075886635350353,0.026123743876821898,1.0378016252241042,0.25945040630602606,0.03758189154526538,0.019146348392382696
317660,250221_JCG_8plate_4hour_50,Complete,,,0.00493,5,2021-02-26 09:46:16,PlateAgilent 4_Vial5,0.8815520000000001,94.13553031259912,2.611322835242613,0.045367741244935665,7.117457587667974,1.7793643969169934,2.3540765948261155,0.1266711586500846,6.41630368167023,1.6040759204175574,0.09439919983492656,0.8046710574972304
317661,250221_JCG_8plate_4hour_51,Complete,0.00469,5,,,2021-02-26 10:02:14,PlateAgilent 4_Vial6,0.8561270000000001,99.21836569496266,0.07364644562828326,0.005343820182731683,0.20073176941873658,0.050182942354684144,0.6382170482281049,0.04636816981910916,1.7395332017874183,0.4348833004468546,0.038125546438586545,0.031645264742368055
317662,250221_JCG_8plate_4hour_52,Complete,0.00476,5,,,2021-02-26 10:18:40,PlateAgilent 4_Vial7,0.8561270000000001,99.47065842392365,0.05384421805829902,0.003492418970040225,0.14675854444304423,0.03668963611076106,0.41632756022787154,0.02969565740197738,1.1347481485275088,0.2836870371318772,0.03763957942317574,0.021530218366995722
317663,250221_JCG_8plate_4hour_53,Complete,0.0055,5,,,2021-02-26 10:35:19,PlateAgilent 4_Vial8,0.850577,99.54041827249586,0.0467474433637233,0.0031614037388679743,0.12741547731393335,0.03185386932848334,0.3586712515964,0.023532211860438995,0.9775993173651344,0.2443998293412836,0.03692784971481587,0.017235182829201168
317664,250221_JCG_8plate_4hour_54,Complete,0.00497,5,,,2021-02-26 10:52:13,PlateAgilent 4_Vial9,0.850577,99.57134714532164,0.04329799704227715,0.0028806355856409193,0.11801361877599839,0.029503404693999598,0.33228688600209977,0.01970476008146013,0.9056857260770198,0.22642143151925495,0.03719956578413799,0.01586840584983245
317665,250221_JCG_8plate_4hour_55,Complete,0.00493,5,,,2021-02-26 11:09:26,PlateAgilent 4_Vial10,0.847727,99.57619908129989,0.0425146982325241,0.002744038721752739,0.11587864872111042,0.028969662180277606,0.32856751207461715,0.017675577329759582,0.8955481491277965,0.22388703728194911,0.03686747376588413,0.0158512346270837
317666,250221_JCG_8plate_4hour_56,Complete,,,0.00506,5,2021-02-26 11:25:59,PlateAgilent 4_Vial11,0.8979020000000001,93.58278402088386,3.2803936295202263,0.04988142658582876,8.941086185843886,2.2352715464609716,2.270127286495106,0.12509681665603692,6.187490287364462,1.5468725718411156,0.09442869545571002,0.7722663676450983
317667,250221_JCG_8plate_4hour_57,Complete,0.00502,5,,,2021-02-26 11:41:54,PlateAgilent 4_Vial12,0.850577,99.25714230653944,0.07095209668283126,0.004815062125200649,0.1933880147183144,0.0483470036795786,0.6024202077982248,0.04333503330557765,1.6419648390811206,0.41049120977028014,0.0380624835462824,0.031422905433237294
317668,250221_JCG_8plate_4hour_58,Complete,0.0049,5,,,2021-02-26 11:58:27,PlateAgilent 4_Vial13,0.8532770000000001,99.48667914264584,0.051864575336919114,0.003107721393608727,0.14136280289856834,0.035340700724642085,0.40241910020797195,0.026975034959789534,1.096839057791811,0.27420976444795275,0.0374310297396537,0.0216061520696188
317669,250221_JCG_8plate_4hour_59,Complete,0.00483,5,,,2021-02-26 12:15:11,PlateAgilent 4_Vial14,0.847727,99.54666491857623,0.045902213153135425,0.0028616686232676926,0.1251117061775254,0.03127792654438135,0.3522204423253331,0.020557373378823296,0.9600169025164976,0.2400042256291244,0.03762732878627743,0.017585097159035792
317670,250221_JCG_8plate_4hour_60,Complete,,,0.00475,5,2021-02-26 12:31:35,PlateAgilent 4_Vial15,0.9035270000000001,94.0682133534001,2.7008574800653755,0.03875238981260862,7.3614944522610575,1.8403736130652644,2.34101961751731,0.12466944285853715,6.380715403972681,1.5951788509931704,0.09611631894839281,0.7937932300688219
317671,250221_JCG_8plate_4hour_61,Complete,,,0.00483,5,2021-02-26 12:48:23,PlateAgilent 5_Vial1,0.909077,93.7470992366769,2.522883687047174,0.03721114349853183,6.876406623813465,1.7191016559533663,2.7828671335910546,0.12211220833018531,7.58502109663865,1.8962552741596626,0.09744127175396408,0.8497086709309107
317672,250221_JCG_8plate_4hour_62,Complete,,,,,2021-02-26 13:04:19,PlateAgilent 5_Vial2,1.03732,99.4750711840293,0.06387873863474813,0.0036319657277328835,0.17410877232431754,0.043527193081079385,0.4090073342842085,0.03780174839727046,1.1147960395875476,0.2786990098968869,0.026724361422300454,0.025318381629444123
317673,250221_JCG_8plate_4hour_63,Complete,0.0055,5,,,2021-02-26 13:20:46,PlateAgilent 5_Vial3,0.875627,99.43069608026815,0.05531090447168582,0.0035255222148916094,0.15075616518943485,0.037689041297358714,0.4561014056970685,0.035093732389746696,1.2431562910998795,0.31078907277496987,0.03726872798445259,0.02062288157863962
317674,250221_JCG_8plate_4hour_64,Complete,0.00479,5,,,2021-02-26 13:37:24,PlateAgilent 5_Vial4,0.8790957500000001,99.50288900173692,0.048444703031441785,0.003310846241082344,0.13204155170703816,0.03301038792675954,0.39171784085600275,0.026255129976864165,1.0676715574948976,0.2669178893737244,0.03817581240641277,0.0187726419692213
317675,250221_JCG_8plate_4hour_65,Complete,,,0.00508,5,2021-02-26 13:53:30,PlateAgilent 5_Vial5,0.914702,93.52372436179915,3.044252404993708,0.047735845526916,8.297456402661096,2.074364100665274,2.493574673736588,0.12667944840584913,6.796521572314228,1.699130393078557,0.09510238180702345,0.8433461776635265
317676,250221_JCG_8plate_4hour_66,Complete,0.00484,5,,,2021-02-26 14:09:30,PlateAgilent 5_Vial6,0.8728520000000001,99.18885920553457,0.07656812727587164,0.005404156294721352,0.20869514527205044,0.05217378631801261,0.663043754245594,0.04593998175610653,1.8072012146183802,0.45180030365459506,0.03814528241346097,0.033383630530510175
317677,250221_JCG_8plate_4hour_67,Complete,0.00483,5,,,2021-02-26 14:25:58,PlateAgilent 5_Vial7,0.870077,99.44916551600434,0.05555229818518567,0.004022312737567687,0.1514141112291114,0.03785352780727785,0.43448673400091425,0.03026212785821205,1.1842430433801845,0.2960607608450461,0.03810024110617142,0.022695210703383543
317678,250221_JCG_8plate_4hour_68,Complete,0.00524,5,,,2021-02-26 14:42:35,PlateAgilent 5_Vial8,0.875627,99.53081797460575,0.04761377927315667,0.0033788576015941745,0.12977677443462923,0.03244419360865731,0.3656335419265059,0.02443620635218018,0.9965758320529307,0.24914395801323266,0.037413566685826065,0.01852113750876728
317679,250221_JCG_8plate_4hour_69,Complete,0.00481,5,,,2021-02-26 14:59:22,PlateAgilent 5_Vial9,0.870077,99.55482429583931,0.04487610276799787,0.0030240726491035648,0.12231492553902434,0.030578731384756086,0.34636807725849844,0.02146728148168829,0.9440656154567054,0.23601640386417636,0.03704198068405143,0.016889543450137677
317680,250221_JCG_8plate_4hour_70,Complete,0.00509,5,,,2021-02-26 15:16:25,PlateAgilent 5_Vial10,0.858902,99.57158202937175,0.043260818700450974,0.0032617582438657406,0.11791228497400487,0.029478071243501217,0.33177926838693494,0.017022660729774732,0.904302156493846,0.2260755391234615,0.03692917856967887,0.01644870497117306
317681,250221_JCG_8plate_4hour_71,Complete,,,0.00481,5,2021-02-26 15:32:51,PlateAgilent 5_Vial11,0.9285770000000001,93.62600263456949,2.9178186723489423,0.03867252515040139,7.952846874645359,1.9882117186613397,2.5067048274476864,0.1250008840533786,6.832309300624589,1.7080773251561472,0.09733207233403082,0.8521417932998419
317682,250221_JCG_8plate_4hour_72,Complete,0.00512,5,,,2021-02-26 15:48:47,PlateAgilent 5_Vial12,0.875627,99.21514788683949,0.07304430066292047,0.004916508429967508,0.19909055478423915,0.04977263869605979,0.6393466180869624,0.04270332555374449,1.7426119729964862,0.43565299324912155,0.03795982011072245,0.034501374299908336
317683,250221_JCG_8plate_4hour_73,Complete,0.00526,5,,,2021-02-26 16:05:08,PlateAgilent 5_Vial13,0.8728520000000001,99.46471403611365,0.05241803733057897,0.0040184827832772906,0.14287132655297669,0.03571783163824417,0.42169476916662807,0.027290321181945576,1.1493770873435716,0.2873442718358929,0.03791839213784721,0.023254765251281503
317684,250221_JCG_8plate_4hour_74,Complete,0.00475,5,,,2021-02-26 16:21:53,PlateAgilent 5_Vial14,0.8672270000000001,99.52732792738321,0.047224841093616354,0.0032270668697303457,0.1287166791604094,0.03217916979010235,0.36906570805918926,0.022074143010811904,1.0059305914696979,0.25148264786742447,0.03763772355760055,0.0187437999063789
317685,250221_JCG_8plate_4hour_75,Complete,,,0.00491,5,2021-02-26 16:38:12,PlateAgilent 5_Vial15,0.909077,93.51373061035017,2.9780731339294224,0.0379380676911887,8.117077267371577,2.0292693168428944,2.5476306837871374,0.12725494190128844,6.943857379936648,1.735964344984162,0.09752465748958968,0.8630409144436906
317686,250221_JCG_8plate_4hour_76,Complete,,,0.00481,5,2021-02-26 16:55:02,PlateAgilent 6_Vial1,0.9313520000000001,93.140422757066,2.9339417258272604,0.05322119936846519,7.996792091899575,1.9991980229748938,2.92938338936792,0.12024976836325334,7.984367827085659,1.9960919567714148,0.09810742976155946,0.8981446979772557
317687,250221_JCG_8plate_4hour_77,Complete,0.00484,5,,,2021-02-26 17:11:02,PlateAgilent 6_Vial2,0.878402,99.085403986935,0.08347263860101257,0.006026027879817635,0.22751417670586319,0.056878544176465796,0.7568877916537712,0.05060765218002252,2.0629838191641605,0.5157459547910401,0.037792565631616024,0.036443017178586626
317688,250221_JCG_8plate_4hour_78,Complete,0.00489,5,,,2021-02-26 17:27:22,PlateAgilent 6_Vial3,0.870077,99.41625180945945,0.05781791182031981,0.004105961261227664,0.1575892990459833,0.03939732476149582,0.46439378587652036,0.03342133555981188,1.2657581170524275,0.31643952926310687,0.03802238699589287,0.023514105847818673
317689,250221_JCG_8plate_4hour_79,Complete,0.00459,5,,,2021-02-26 17:43:59,PlateAgilent 6_Vial4,0.8672270000000001,99.50879772823029,0.04806533147695412,0.0029648201626097854,0.13100753135819732,0.03275188283954933,0.3855664881320152,0.024936065609902313,1.0509053455471131,0.2627263363867783,0.03828154925513376,0.019288902905617182
317690,250221_JCG_8plate_4hour_80,Complete,,,0.00479,5,2021-02-26 18:00:06,PlateAgilent 6_Vial5,0.9202520000000001,94.0198305925044,2.742608336637648,0.04121559909588557,7.475291163602705,1.8688227909006763,2.3363225094789595,0.12016298439868263,6.367912901426285,1.5919782253565713,0.09413907387782697,0.8070994875011681
317691,250221_JCG_8plate_4hour_81,Complete,,,,,2021-02-26 18:16:19,PlateAgilent 6_Vial6,1.05135,99.57298764128348,0.05819171781641082,0.002801442055971004,0.15860814983198596,0.03965203745799649,0.3191750621967639,0.02857574489109912,0.8699479580109802,0.21748698950274506,0.026635565155124927,0.023010013548224677
317692,250221_JCG_8plate_4hour_82,Complete,0.00481,5,,,2021-02-26 18:33:10,PlateAgilent 6_Vial7,0.875627,99.4909462703764,0.04860307701411704,0.0029218592518165418,0.1324732180216999,0.033118304505424974,0.40461117712625727,0.027997912028098964,1.1028138129175413,0.27570345322938533,0.037871433259590345,0.017968042223637307
